school_code,year,Grade 6 P+A #,Grade 6 P+A %,Grade 6 A #,Grade 6 A %,Grade 6 P #,Grade 6 P %,Grade 6 NI #,Grade 6 NI %,Grade 6 W/F #,Grade 6 W/F %,Grade 6 No. of Students Included,Grade 6 CPI,Grade 6 Median SGP,Grade 6 Included In Median SGP,Grade 7 P+A #,Grade 7 P+A %,Grade 7 A #,Grade 7 A %,Grade 7 P #,Grade 7 P %,Grade 7 NI #,Grade 7 NI %,Grade 7 W/F #,Grade 7 W/F %,Grade 7 No. of Students Included,Grade 7 CPI,Grade 7 Median SGP,Grade 7 Included In Median SGP,Grade 8 P+A #,Grade 8 P+A %,Grade 8 A #,Grade 8 A %,Grade 8 P #,Grade 8 P %,Grade 8 NI #,Grade 8 NI %,Grade 8 W/F #,Grade 8 W/F %,Grade 8 No. of Students Included,Grade 8 CPI,Grade 8 Median SGP,Grade 8 Included In Median SGP,Grade 6 P+A #_is_nan,Grade 6 Median SGP_is_nan,Grade 6 Included In Median SGP_is_nan,Grade 7 P+A #_is_nan,Grade 7 Median SGP_is_nan,Grade 7 Included In Median SGP_is_nan,Grade 8 P+A #_is_nan,Grade 8 Median SGP_is_nan,Grade 8 Included In Median SGP_is_nan
00400310,2007.0,126.0,61.0,41.0,20.0,85.0,41.0,63.0,30.0,19.0,9.0,208.0,83.1,,,90.0,61.0,19.0,13.0,71.0,48.0,42.0,28.0,17.0,11.0,149.0,81.5,,,113.0,62.0,34.0,19.0,79.0,43.0,47.0,26.0,23.0,13.0,183.0,81.3,,,0,1,1,0,1,1,0,1,1
00430005,2007.0,30.0,64.0,13.0,28.0,17.0,36.0,7.0,15.0,10.0,21.0,47.0,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
00440023,2007.0,44.0,47.0,14.0,15.0,30.0,32.0,29.0,31.0,21.0,22.0,94.0,77.7,,,34.0,37.0,3.0,3.0,31.0,34.0,38.0,42.0,18.0,20.0,90.0,68.9,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1
00440078,2007.0,23.0,30.0,4.0,5.0,19.0,25.0,24.0,31.0,30.0,39.0,77.0,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
00440405,2007.0,,,,,,,,,,,,,,,45.0,17.0,6.0,2.0,39.0,15.0,96.0,38.0,112.0,44.0,253.0,55.6,,,46.0,17.0,2.0,1.0,44.0,16.0,96.0,36.0,127.0,47.0,269.0,52.8,,,1,1,1,0,1,1,0,1,1
00440410,2007.0,,,,,,,,,,,,,,,54.0,24.0,6.0,3.0,48.0,21.0,89.0,38.0,91.0,39.0,234.0,54.9,,,69.0,26.0,13.0,5.0,56.0,21.0,110.0,41.0,88.0,33.0,267.0,59.3,,,1,1,1,0,1,1,0,1,1
00440415,2007.0,37.0,55.0,17.0,25.0,20.0,30.0,20.0,30.0,10.0,15.0,67.0,77.6,,,38.0,22.0,4.0,2.0,34.0,20.0,55.0,33.0,76.0,45.0,169.0,55.0,,,59.0,22.0,10.0,4.0,49.0,18.0,98.0,35.0,123.0,44.0,280.0,54.8,,,0,1,1,0,1,1,0,1,1
00440420,2007.0,,,,,,,,,,,,,,,58.0,21.0,4.0,1.0,54.0,20.0,104.0,39.0,107.0,40.0,269.0,53.1,,,59.0,19.0,19.0,6.0,40.0,13.0,118.0,40.0,121.0,41.0,298.0,52.5,,,1,1,1,0,1,1,0,1,1
00440421,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00440422,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00450005,2007.0,23.0,46.0,11.0,22.0,12.0,24.0,17.0,35.0,9.0,18.0,49.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
00460005,2007.0,58.0,83.0,39.0,56.0,19.0,27.0,7.0,10.0,5.0,7.0,70.0,91.8,,,38.0,73.0,17.0,33.0,21.0,40.0,8.0,15.0,6.0,12.0,52.0,88.5,,,51.0,68.0,27.0,36.0,24.0,32.0,13.0,18.0,10.0,14.0,74.0,84.1,,,0,1,1,0,1,1,0,1,1
00460015,2007.0,58.0,84.0,42.0,61.0,16.0,23.0,9.0,13.0,2.0,3.0,69.0,93.1,,,51.0,77.0,30.0,45.0,21.0,32.0,11.0,17.0,4.0,6.0,66.0,89.0,,,57.0,71.0,32.0,40.0,25.0,31.0,20.0,25.0,4.0,5.0,81.0,88.3,,,0,1,1,0,1,1,0,1,1
00460020,2007.0,30.0,86.0,15.0,43.0,15.0,43.0,3.0,9.0,2.0,6.0,35.0,94.3,,,32.0,75.0,14.0,33.0,18.0,42.0,8.0,19.0,3.0,7.0,43.0,87.2,,,21.0,58.0,9.0,25.0,12.0,33.0,11.0,31.0,4.0,11.0,36.0,80.6,,,0,1,1,0,1,1,0,1,1
00460025,2007.0,29.0,83.0,12.0,34.0,17.0,49.0,6.0,17.0,0.0,0.0,35.0,95.7,,,30.0,86.0,23.0,66.0,7.0,20.0,5.0,14.0,0.0,0.0,35.0,92.9,,,37.0,93.0,27.0,68.0,10.0,25.0,3.0,8.0,0.0,0.0,40.0,97.5,,,0,1,1,0,1,1,0,1,1
00460030,2007.0,25.0,64.0,16.0,41.0,9.0,23.0,12.0,31.0,2.0,5.0,39.0,85.9,,,32.0,76.0,19.0,45.0,13.0,31.0,9.0,21.0,1.0,2.0,42.0,90.5,,,33.0,81.0,13.0,32.0,20.0,49.0,5.0,12.0,3.0,7.0,41.0,89.0,,,0,1,1,0,1,1,0,1,1
00460035,2007.0,30.0,71.0,14.0,33.0,16.0,38.0,7.0,17.0,5.0,12.0,42.0,92.3,,,35.0,77.0,11.0,24.0,24.0,53.0,10.0,22.0,0.0,0.0,45.0,92.2,,,33.0,83.0,20.0,50.0,13.0,33.0,5.0,13.0,2.0,5.0,40.0,93.1,,,0,1,1,0,1,1,0,1,1
00460040,2007.0,41.0,80.0,23.0,45.0,18.0,35.0,7.0,14.0,3.0,6.0,51.0,91.2,,,37.0,69.0,15.0,28.0,22.0,41.0,12.0,22.0,5.0,9.0,54.0,84.3,,,33.0,60.0,16.0,29.0,17.0,31.0,12.0,22.0,10.0,18.0,55.0,79.1,,,0,1,1,0,1,1,0,1,1
00460045,2007.0,27.0,75.0,17.0,47.0,10.0,28.0,6.0,17.0,3.0,8.0,36.0,90.3,,,43.0,71.0,25.0,41.0,18.0,30.0,11.0,18.0,7.0,11.0,61.0,84.0,,,28.0,64.0,15.0,34.0,13.0,30.0,9.0,20.0,7.0,16.0,44.0,83.5,,,0,1,1,0,1,1,0,1,1
00480303,2007.0,172.0,64.0,62.0,23.0,110.0,41.0,80.0,30.0,15.0,6.0,267.0,85.2,,,163.0,61.0,46.0,17.0,117.0,44.0,72.0,27.0,28.0,11.0,263.0,82.6,,,165.0,59.0,70.0,25.0,95.0,34.0,87.0,31.0,31.0,11.0,283.0,79.3,,,0,1,1,0,1,1,0,1,1
00490006,2007.0,14.0,54.0,5.0,19.0,9.0,35.0,8.0,31.0,4.0,15.0,26.0,76.0,,,8.0,40.0,2.0,10.0,6.0,30.0,9.0,45.0,3.0,15.0,20.0,72.5,,,8.0,50.0,3.0,19.0,5.0,31.0,4.0,25.0,4.0,25.0,16.0,70.3,,,0,1,1,0,1,1,0,1,1
00490305,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00490310,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00490315,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00490320,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00500305,2007.0,177.0,73.0,75.0,31.0,102.0,42.0,45.0,18.0,23.0,9.0,245.0,86.4,,,166.0,67.0,60.0,24.0,106.0,43.0,58.0,24.0,21.0,9.0,245.0,84.8,,,147.0,64.0,46.0,20.0,101.0,44.0,71.0,31.0,13.0,6.0,231.0,84.1,,,0,1,1,0,1,1,0,1,1
00510025,2007.0,86.0,82.0,42.0,40.0,44.0,42.0,15.0,14.0,4.0,4.0,105.0,92.9,,,86.0,82.0,41.0,39.0,45.0,43.0,13.0,13.0,5.0,5.0,104.0,92.8,,,81.0,88.0,55.0,60.0,26.0,28.0,7.0,8.0,4.0,4.0,92.0,94.3,,,0,1,1,0,1,1,0,1,1
00520405,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00560305,2007.0,120.0,70.0,46.0,27.0,74.0,43.0,40.0,23.0,12.0,7.0,172.0,86.9,,,126.0,68.0,61.0,33.0,65.0,35.0,44.0,24.0,17.0,9.0,187.0,84.9,,,117.0,66.0,50.0,28.0,67.0,38.0,40.0,23.0,19.0,11.0,176.0,83.4,,,0,1,1,0,1,1,0,1,1
00560310,2007.0,162.0,71.0,68.0,30.0,94.0,41.0,48.0,21.0,18.0,8.0,228.0,87.8,,,154.0,63.0,66.0,27.0,88.0,36.0,62.0,25.0,28.0,11.0,244.0,82.1,,,111.0,45.0,42.0,17.0,69.0,28.0,83.0,34.0,49.0,20.0,243.0,72.1,,,0,1,1,0,1,1,0,1,1
00570045,2007.0,32.0,29.0,8.0,7.0,24.0,22.0,31.0,29.0,44.0,41.0,107.0,59.8,,,19.0,19.0,5.0,5.0,14.0,14.0,22.0,22.0,57.0,58.0,98.0,47.2,,,17.0,14.0,1.0,1.0,16.0,13.0,31.0,24.0,80.0,63.0,128.0,42.4,,,0,1,1,0,1,1,0,1,1
00570050,2007.0,60.0,41.0,17.0,12.0,43.0,29.0,39.0,27.0,48.0,33.0,147.0,64.8,,,27.0,22.0,6.0,5.0,21.0,17.0,32.0,26.0,66.0,53.0,125.0,46.4,,,36.0,28.0,10.0,8.0,26.0,20.0,36.0,28.0,57.0,44.0,129.0,53.9,,,0,1,1,0,1,1,0,1,1
00570055,2007.0,27.0,30.0,10.0,11.0,17.0,19.0,31.0,34.0,32.0,36.0,90.0,59.4,,,22.0,23.0,5.0,5.0,17.0,18.0,31.0,33.0,40.0,43.0,93.0,49.7,,,12.0,13.0,1.0,1.0,11.0,12.0,23.0,25.0,58.0,62.0,93.0,42.7,,,0,1,1,0,1,1,0,1,1
00610021,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00610305,2007.0,104.0,35.0,33.0,11.0,71.0,24.0,92.0,31.0,97.0,33.0,293.0,63.0,,,83.0,26.0,15.0,5.0,68.0,21.0,113.0,35.0,125.0,39.0,321.0,55.1,,,86.0,29.0,17.0,6.0,69.0,23.0,89.0,29.0,129.0,42.0,304.0,55.5,,,0,1,1,0,1,1,0,1,1
00610310,2007.0,87.0,37.0,23.0,10.0,64.0,27.0,93.0,39.0,56.0,24.0,236.0,66.8,,,58.0,25.0,4.0,2.0,54.0,23.0,86.0,36.0,96.0,40.0,240.0,55.5,,,37.0,17.0,4.0,2.0,33.0,15.0,85.0,38.0,99.0,45.0,221.0,50.5,,,0,1,1,0,1,1,0,1,1
00630010,2007.0,12.0,36.0,2.0,6.0,10.0,30.0,10.0,30.0,11.0,33.0,33.0,63.6,,,12.0,46.0,1.0,4.0,11.0,42.0,9.0,35.0,5.0,19.0,26.0,74.0,,,4.0,20.0,0.0,0.0,4.0,20.0,7.0,35.0,9.0,45.0,20.0,51.3,,,0,1,1,0,1,1,0,1,1
00640305,2007.0,83.0,52.0,23.0,14.0,60.0,38.0,52.0,33.0,25.0,16.0,160.0,76.7,,,56.0,39.0,21.0,15.0,35.0,24.0,50.0,35.0,37.0,26.0,143.0,67.1,,,55.0,35.0,13.0,8.0,42.0,27.0,70.0,45.0,30.0,19.0,155.0,68.2,,,0,1,1,0,1,1,0,1,1
00650505,2007.0,97.0,82.0,60.0,51.0,37.0,31.0,16.0,14.0,5.0,4.0,118.0,91.9,,,83.0,72.0,37.0,32.0,46.0,40.0,27.0,23.0,6.0,5.0,116.0,88.4,,,89.0,80.0,36.0,32.0,53.0,48.0,21.0,19.0,1.0,1.0,111.0,91.7,,,0,1,1,0,1,1,0,1,1
00670305,2007.0,143.0,76.0,62.0,33.0,81.0,43.0,28.0,15.0,16.0,9.0,187.0,88.1,,,143.0,76.0,56.0,30.0,87.0,46.0,31.0,16.0,14.0,7.0,188.0,88.6,,,160.0,75.0,74.0,35.0,86.0,40.0,37.0,17.0,17.0,8.0,214.0,87.1,,,0,1,1,0,1,1,0,1,1
00680005,2007.0,18.0,82.0,12.0,55.0,6.0,27.0,4.0,18.0,0.0,0.0,22.0,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
00710305,2007.0,136.0,48.0,22.0,8.0,114.0,40.0,110.0,39.0,39.0,14.0,285.0,75.7,,,160.0,56.0,46.0,16.0,114.0,40.0,84.0,30.0,38.0,13.0,282.0,80.0,,,148.0,50.0,44.0,15.0,104.0,35.0,107.0,36.0,44.0,15.0,299.0,75.7,,,0,1,1,0,1,1,0,1,1
00720050,2007.0,170.0,52.0,55.0,17.0,115.0,35.0,109.0,33.0,47.0,14.0,326.0,77.0,,,182.0,51.0,63.0,18.0,119.0,33.0,113.0,32.0,63.0,18.0,358.0,75.1,,,171.0,52.0,59.0,18.0,112.0,34.0,107.0,33.0,49.0,15.0,327.0,76.8,,,0,1,1,0,1,1,0,1,1
00730305,2007.0,131.0,61.0,56.0,26.0,75.0,35.0,65.0,30.0,20.0,9.0,216.0,83.1,,,99.0,47.0,30.0,14.0,69.0,33.0,74.0,35.0,36.0,17.0,209.0,74.2,,,58.0,27.0,21.0,10.0,37.0,17.0,84.0,39.0,76.0,35.0,218.0,58.9,,,0,1,1,0,1,1,0,1,1
00740015,2007.0,47.0,74.0,14.0,22.0,33.0,52.0,11.0,17.0,5.0,8.0,63.0,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
00770100,2007.0,41.0,38.0,5.0,5.0,36.0,33.0,44.0,40.0,25.0,23.0,110.0,68.4,,,70.0,47.0,19.0,13.0,51.0,34.0,55.0,37.0,23.0,16.0,148.0,74.2,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1
00770505,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,38.0,9.0,7.0,41.0,31.0,50.0,38.0,31.0,24.0,131.0,69.3,,,1,1,1,1,1,1,0,1,1
00790040,2007.0,196.0,59.0,63.0,19.0,133.0,40.0,96.0,29.0,40.0,12.0,332.0,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
00790410,2007.0,,,,,,,,,,,,,,,134.0,40.0,31.0,9.0,103.0,31.0,117.0,36.0,78.0,24.0,329.0,69.1,,,189.0,53.0,64.0,18.0,125.0,35.0,95.0,26.0,78.0,22.0,362.0,74.5,,,1,1,1,0,1,1,0,1,1
00820305,2007.0,193.0,74.0,83.0,32.0,110.0,42.0,57.0,22.0,10.0,4.0,260.0,90.1,,,188.0,71.0,66.0,25.0,122.0,46.0,54.0,20.0,23.0,9.0,265.0,85.8,,,136.0,57.0,46.0,19.0,90.0,38.0,82.0,34.0,21.0,9.0,239.0,80.6,,,0,1,1,0,1,1,0,1,1
00830010,2007.0,126.0,66.0,48.0,25.0,78.0,41.0,44.0,23.0,20.0,11.0,190.0,83.9,,,97.0,50.0,25.0,13.0,72.0,37.0,71.0,36.0,27.0,14.0,195.0,75.5,,,91.0,51.0,30.0,17.0,61.0,34.0,58.0,33.0,28.0,16.0,177.0,75.4,,,0,1,1,0,1,1,0,1,1
00860305,2007.0,61.0,46.0,16.0,12.0,45.0,34.0,50.0,38.0,20.0,15.0,131.0,76.1,,,53.0,40.0,16.0,12.0,37.0,28.0,44.0,33.0,36.0,27.0,133.0,65.6,,,57.0,44.0,14.0,11.0,43.0,33.0,43.0,33.0,30.0,23.0,130.0,71.3,,,0,1,1,0,1,1,0,1,1
00870305,2007.0,130.0,62.0,46.0,22.0,84.0,40.0,65.0,31.0,16.0,8.0,211.0,83.6,,,127.0,59.0,35.0,16.0,92.0,43.0,63.0,30.0,23.0,11.0,213.0,80.2,,,147.0,62.0,52.0,22.0,95.0,40.0,67.0,28.0,22.0,9.0,236.0,83.1,,,0,1,1,0,1,1,0,1,1
00880405,2007.0,,,,,,,,,,,,,,,203.0,64.0,62.0,20.0,141.0,44.0,89.0,28.0,25.0,8.0,317.0,83.8,,,144.0,47.0,58.0,19.0,86.0,28.0,115.0,38.0,44.0,15.0,303.0,74.8,,,1,1,1,0,1,1,0,1,1
00890005,2007.0,18.0,52.0,3.0,9.0,15.0,43.0,13.0,37.0,4.0,11.0,35.0,77.1,,,13.0,31.0,3.0,7.0,10.0,24.0,17.0,41.0,11.0,27.0,41.0,62.8,,,18.0,50.0,2.0,6.0,16.0,44.0,11.0,31.0,7.0,19.0,36.0,80.6,,,0,1,1,0,1,1,0,1,1
00910030,2007.0,6.0,26.0,2.0,9.0,4.0,17.0,11.0,48.0,6.0,26.0,23.0,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
00930010,2007.0,7.0,15.0,2.0,4.0,5.0,11.0,24.0,53.0,14.0,31.0,45.0,56.7,,,19.0,46.0,7.0,17.0,12.0,29.0,15.0,37.0,7.0,17.0,41.0,75.0,,,23.0,51.0,5.0,11.0,18.0,40.0,14.0,31.0,8.0,18.0,45.0,76.7,,,0,1,1,0,1,1,0,1,1
00930018,2007.0,21.0,39.0,8.0,15.0,13.0,24.0,22.0,40.0,12.0,22.0,55.0,67.7,,,20.0,28.0,3.0,4.0,17.0,24.0,30.0,42.0,21.0,30.0,71.0,60.9,,,11.0,22.0,3.0,6.0,8.0,16.0,12.0,24.0,26.0,53.0,49.0,50.0,,,0,1,1,0,1,1,0,1,1
00930028,2007.0,37.0,44.0,9.0,11.0,28.0,33.0,26.0,31.0,21.0,25.0,84.0,70.8,,,21.0,28.0,3.0,4.0,18.0,24.0,38.0,50.0,17.0,22.0,76.0,62.5,,,17.0,25.0,2.0,3.0,15.0,22.0,33.0,49.0,17.0,25.0,67.0,60.8,,,0,1,1,0,1,1,0,1,1
00930038,2007.0,23.0,23.0,3.0,3.0,20.0,20.0,49.0,48.0,30.0,29.0,102.0,62.0,,,19.0,19.0,4.0,4.0,15.0,15.0,39.0,39.0,42.0,42.0,100.0,55.0,,,22.0,21.0,5.0,5.0,17.0,16.0,28.0,26.0,56.0,53.0,106.0,50.9,,,0,1,1,0,1,1,0,1,1
00930058,2007.0,31.0,43.0,15.0,21.0,16.0,22.0,26.0,36.0,15.0,21.0,72.0,69.8,,,26.0,31.0,5.0,6.0,21.0,25.0,29.0,35.0,28.0,34.0,83.0,61.4,,,23.0,25.0,8.0,9.0,15.0,16.0,29.0,32.0,39.0,43.0,91.0,55.2,,,0,1,1,0,1,1,0,1,1
00940305,2007.0,102.0,58.0,34.0,19.0,68.0,39.0,49.0,28.0,24.0,14.0,175.0,79.9,,,68.0,43.0,20.0,13.0,48.0,30.0,59.0,37.0,32.0,20.0,159.0,69.5,,,70.0,36.0,20.0,10.0,50.0,26.0,79.0,41.0,45.0,23.0,194.0,67.9,,,0,1,1,0,1,1,0,1,1
00950045,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00950305,2007.0,65.0,34.0,12.0,6.0,53.0,28.0,54.0,29.0,68.0,36.0,187.0,61.9,,,34.0,18.0,5.0,3.0,29.0,15.0,74.0,39.0,81.0,43.0,189.0,51.7,,,26.0,14.0,2.0,1.0,24.0,13.0,90.0,48.0,72.0,38.0,188.0,52.3,,,0,1,1,0,1,1,0,1,1
00950310,2007.0,48.0,22.0,4.0,2.0,44.0,20.0,74.0,34.0,94.0,44.0,216.0,55.1,,,34.0,15.0,5.0,2.0,29.0,13.0,79.0,34.0,116.0,51.0,229.0,47.8,,,31.0,14.0,1.0,0.0,30.0,14.0,70.0,33.0,114.0,53.0,215.0,47.2,,,0,1,1,0,1,1,0,1,1
00950315,2007.0,60.0,28.0,8.0,4.0,52.0,24.0,83.0,38.0,76.0,35.0,219.0,59.0,,,57.0,25.0,11.0,5.0,46.0,20.0,79.0,35.0,89.0,40.0,225.0,55.8,,,53.0,25.0,11.0,5.0,42.0,20.0,79.0,37.0,82.0,38.0,214.0,55.8,,,0,1,1,0,1,1,0,1,1
00950320,2007.0,35.0,20.0,5.0,3.0,30.0,17.0,70.0,40.0,68.0,39.0,173.0,53.8,,,27.0,22.0,3.0,2.0,24.0,20.0,42.0,34.0,53.0,43.0,122.0,52.5,,,32.0,22.0,11.0,8.0,21.0,14.0,52.0,36.0,61.0,42.0,145.0,54.5,,,0,1,1,0,1,1,0,1,1
00950326,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00960305,2007.0,213.0,67.0,95.0,30.0,118.0,37.0,78.0,24.0,30.0,9.0,321.0,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
00960405,2007.0,,,,,,,,,,,,,,,169.0,57.0,53.0,18.0,116.0,39.0,88.0,30.0,38.0,13.0,295.0,78.8,,,160.0,54.0,53.0,18.0,107.0,36.0,91.0,30.0,48.0,16.0,299.0,76.8,,,1,1,1,0,1,1,0,1,1
00970048,2007.0,76.0,45.0,24.0,14.0,52.0,31.0,67.0,40.0,25.0,15.0,168.0,75.0,,,48.0,33.0,9.0,6.0,39.0,27.0,53.0,37.0,44.0,30.0,145.0,62.2,,,59.0,35.0,15.0,9.0,44.0,26.0,56.0,34.0,52.0,31.0,167.0,63.2,,,0,1,1,0,1,1,0,1,1
00970315,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00970340,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
00980005,2007.0,5.0,45.0,1.0,9.0,4.0,36.0,4.0,36.0,2.0,18.0,11.0,72.7,,,4.0,28.0,2.0,14.0,2.0,14.0,8.0,57.0,2.0,14.0,14.0,73.2,,,,,,,,,,,,,,,,,0,1,1,0,1,1,1,1,1
00990405,2007.0,173.0,79.0,72.0,33.0,101.0,46.0,35.0,16.0,11.0,5.0,219.0,91.7,,,126.0,57.0,42.0,19.0,84.0,38.0,63.0,28.0,33.0,15.0,222.0,78.5,,,143.0,59.0,73.0,30.0,70.0,29.0,67.0,28.0,30.0,13.0,240.0,81.1,,,0,1,1,0,1,1,0,1,1
01000302,2007.0,104.0,57.0,40.0,22.0,64.0,35.0,50.0,28.0,27.0,15.0,181.0,78.5,,,67.0,43.0,17.0,11.0,50.0,32.0,63.0,41.0,25.0,16.0,155.0,71.9,,,42.0,34.0,12.0,10.0,30.0,24.0,47.0,38.0,36.0,29.0,125.0,63.2,,,0,1,1,0,1,1,0,1,1
01000305,2007.0,55.0,39.0,14.0,10.0,41.0,29.0,38.0,27.0,47.0,34.0,140.0,65.4,,,54.0,32.0,10.0,6.0,44.0,26.0,61.0,35.0,57.0,33.0,172.0,62.9,,,92.0,43.0,26.0,12.0,66.0,31.0,64.0,30.0,60.0,28.0,216.0,70.3,,,0,1,1,0,1,1,0,1,1
01000310,2007.0,174.0,64.0,95.0,35.0,79.0,29.0,73.0,27.0,28.0,10.0,275.0,82.5,,,110.0,48.0,37.0,16.0,73.0,32.0,76.0,33.0,43.0,19.0,229.0,72.9,,,110.0,50.0,42.0,19.0,68.0,31.0,70.0,32.0,42.0,19.0,222.0,72.5,,,0,1,1,0,1,1,0,1,1
01010040,2007.0,118.0,74.0,67.0,42.0,51.0,32.0,31.0,19.0,10.0,6.0,159.0,88.1,,,97.0,69.0,32.0,23.0,65.0,46.0,35.0,25.0,9.0,6.0,141.0,87.9,,,100.0,59.0,42.0,25.0,58.0,34.0,46.0,27.0,24.0,14.0,170.0,81.2,,,0,1,1,0,1,1,0,1,1
01010310,2007.0,132.0,73.0,51.0,28.0,81.0,45.0,41.0,23.0,9.0,5.0,182.0,88.5,,,98.0,67.0,37.0,25.0,61.0,42.0,30.0,21.0,18.0,12.0,146.0,83.4,,,90.0,67.0,44.0,33.0,46.0,34.0,30.0,22.0,15.0,11.0,135.0,83.5,,,0,1,1,0,1,1,0,1,1
01010405,2007.0,149.0,78.0,73.0,38.0,76.0,40.0,35.0,18.0,6.0,3.0,190.0,91.4,,,129.0,74.0,52.0,30.0,77.0,44.0,38.0,22.0,8.0,5.0,175.0,89.9,,,137.0,75.0,69.0,38.0,68.0,37.0,30.0,16.0,15.0,8.0,182.0,87.6,,,0,1,1,0,1,1,0,1,1
01030405,2007.0,105.0,49.0,30.0,14.0,75.0,35.0,87.0,41.0,22.0,10.0,214.0,77.1,,,76.0,34.0,17.0,8.0,59.0,26.0,91.0,41.0,57.0,25.0,224.0,64.0,,,73.0,31.0,24.0,10.0,49.0,21.0,83.0,36.0,75.0,32.0,231.0,60.5,,,0,1,1,0,1,1,0,1,1
01050305,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01070305,2007.0,100.0,40.0,30.0,12.0,70.0,28.0,77.0,30.0,76.0,30.0,253.0,66.8,,,74.0,31.0,16.0,7.0,58.0,24.0,94.0,38.0,78.0,32.0,246.0,62.2,,,110.0,38.0,27.0,9.0,83.0,29.0,93.0,32.0,88.0,30.0,291.0,65.0,,,0,1,1,0,1,1,0,1,1
01100030,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01100200,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01100305,2007.0,147.0,74.0,60.0,30.0,87.0,44.0,35.0,18.0,18.0,9.0,200.0,88.8,,,119.0,58.0,36.0,18.0,83.0,40.0,69.0,34.0,17.0,8.0,205.0,81.0,,,116.0,55.0,63.0,30.0,53.0,25.0,69.0,32.0,28.0,13.0,213.0,78.8,,,0,1,1,0,1,1,0,1,1
01110004,2007.0,64.0,73.0,23.0,26.0,41.0,47.0,15.0,17.0,9.0,10.0,88.0,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1
01110505,2007.0,,,,,,,,,,,,,,,52.0,56.0,13.0,14.0,39.0,42.0,26.0,28.0,14.0,15.0,92.0,77.7,,,55.0,54.0,16.0,16.0,39.0,38.0,24.0,24.0,23.0,23.0,102.0,76.0,,,1,1,1,0,1,1,0,1,1
01140305,2007.0,50.0,47.0,10.0,9.0,40.0,38.0,35.0,33.0,21.0,20.0,106.0,73.6,,,33.0,25.0,9.0,7.0,24.0,18.0,59.0,43.0,45.0,33.0,137.0,58.2,,,35.0,31.0,13.0,12.0,22.0,19.0,41.0,36.0,37.0,33.0,113.0,61.7,,,0,1,1,0,1,1,0,1,1
01140505,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01140900,2007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
