school_code,year,Grade 6 P+A #,Grade 6 P+A %,Grade 6 A #,Grade 6 A %,Grade 6 P #,Grade 6 P %,Grade 6 NI #,Grade 6 NI %,Grade 6 W/F #,Grade 6 W/F %,Grade 6 No. of Students Included,Grade 6 CPI,Grade 6 Median SGP,Grade 6 Included In Median SGP,Grade 7 P+A #,Grade 7 P+A %,Grade 7 A #,Grade 7 A %,Grade 7 P #,Grade 7 P %,Grade 7 NI #,Grade 7 NI %,Grade 7 W/F #,Grade 7 W/F %,Grade 7 No. of Students Included,Grade 7 CPI,Grade 7 Median SGP,Grade 7 Included In Median SGP,Grade 8 P+A #,Grade 8 P+A %,Grade 8 A #,Grade 8 A %,Grade 8 P #,Grade 8 P %,Grade 8 NI #,Grade 8 NI %,Grade 8 W/F #,Grade 8 W/F %,Grade 8 No. of Students Included,Grade 8 CPI,Grade 8 Median SGP,Grade 8 Included In Median SGP,Grade 6 P+A #_is_nan,Grade 6 Median SGP_is_nan,Grade 6 Included In Median SGP_is_nan,Grade 7 P+A #_is_nan,Grade 7 Median SGP_is_nan,Grade 7 Included In Median SGP_is_nan,Grade 8 P+A #_is_nan,Grade 8 Median SGP_is_nan,Grade 8 Included In Median SGP_is_nan
01600018,2011.0,39.0,71.0,23.0,42.0,16.0,29.0,9.0,16.0,7.0,13.0,55.0,89.5,82.0,51.0,31.0,46.0,10.0,15.0,21.0,31.0,16.0,24.0,21.0,31.0,68.0,66.5,44.0,65.0,19.0,37.0,4.0,8.0,15.0,29.0,22.0,42.0,11.0,21.0,52.0,66.3,28.0,50.0,0,0,0,0,0,0,0,0,0
01600090,2011.0,5.0,10.0,2.0,4.0,3.0,6.0,15.0,30.0,30.0,60.0,50.0,42.0,16.0,49.0,5.0,10.0,1.0,2.0,4.0,8.0,13.0,25.0,35.0,66.0,53.0,38.7,45.0,51.0,11.0,21.0,2.0,4.0,9.0,17.0,20.0,37.0,23.0,43.0,54.0,50.9,49.0,53.0,0,0,0,0,0,0,0,0,0
01600310,2011.0,30.0,26.0,3.0,3.0,27.0,23.0,48.0,41.0,38.0,33.0,116.0,59.3,39.0,111.0,48.0,37.0,9.0,7.0,39.0,30.0,42.0,32.0,42.0,32.0,132.0,65.5,68.0,124.0,37.0,35.0,15.0,14.0,22.0,21.0,28.0,26.0,41.0,39.0,106.0,61.6,50.0,97.0,0,0,0,0,0,0,0,0,0
01600315,2011.0,100.0,63.0,45.0,28.0,55.0,35.0,37.0,23.0,22.0,14.0,159.0,80.5,77.0,155.0,78.0,51.0,23.0,15.0,55.0,36.0,33.0,21.0,43.0,28.0,154.0,73.2,59.5,140.0,82.0,50.0,37.0,23.0,45.0,27.0,40.0,24.0,42.0,26.0,164.0,75.0,59.5,152.0,0,0,0,0,0,0,0,0,0
01600320,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01600330,2011.0,54.0,36.0,12.0,8.0,42.0,28.0,42.0,28.0,53.0,36.0,149.0,63.4,59.0,132.0,41.0,29.0,10.0,7.0,31.0,22.0,45.0,31.0,57.0,40.0,143.0,58.0,67.0,133.0,48.0,32.0,14.0,9.0,34.0,23.0,46.0,30.0,57.0,38.0,151.0,58.8,61.0,134.0,0,0,0,0,0,0,0,0,0
01600340,2011.0,63.0,41.0,19.0,12.0,44.0,29.0,37.0,24.0,53.0,35.0,153.0,65.8,58.5,138.0,54.0,36.0,18.0,12.0,36.0,24.0,39.0,25.0,60.0,39.0,153.0,60.6,55.0,136.0,57.0,36.0,19.0,12.0,38.0,24.0,41.0,26.0,58.0,37.0,156.0,62.7,54.0,149.0,0,0,0,0,0,0,0,0,0
01600345,2011.0,59.0,38.0,22.0,14.0,37.0,24.0,59.0,38.0,36.0,23.0,154.0,67.9,54.0,143.0,85.0,57.0,42.0,28.0,43.0,29.0,45.0,30.0,20.0,13.0,150.0,80.0,80.0,145.0,87.0,56.0,45.0,29.0,42.0,27.0,34.0,22.0,36.0,23.0,157.0,76.0,65.0,147.0,0,0,0,0,0,0,0,0,0
01600360,2011.0,52.0,38.0,22.0,16.0,30.0,22.0,44.0,32.0,43.0,31.0,139.0,68.0,64.0,123.0,66.0,45.0,18.0,12.0,48.0,33.0,45.0,31.0,34.0,23.0,145.0,69.3,63.0,130.0,61.0,36.0,20.0,12.0,41.0,24.0,62.0,36.0,48.0,28.0,171.0,64.8,47.0,160.0,0,0,0,0,0,0,0,0,0
01610305,2011.0,150.0,64.0,72.0,31.0,78.0,33.0,53.0,23.0,30.0,13.0,233.0,82.5,68.0,220.0,122.0,57.0,48.0,22.0,74.0,35.0,63.0,29.0,29.0,14.0,214.0,79.0,65.0,209.0,120.0,57.0,42.0,20.0,78.0,37.0,56.0,27.0,35.0,17.0,211.0,77.6,46.0,205.0,0,0,0,0,0,0,0,0,0
01620020,2011.0,84.0,68.0,42.0,34.0,42.0,34.0,29.0,23.0,11.0,9.0,124.0,84.5,61.5,122.0,76.0,63.0,18.0,15.0,58.0,48.0,33.0,27.0,13.0,11.0,122.0,82.8,58.0,119.0,83.0,66.0,39.0,31.0,44.0,35.0,29.0,23.0,14.0,11.0,126.0,84.3,44.0,123.0,0,0,0,0,0,0,0,0,0
01620505,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1
01630305,2011.0,67.0,23.0,12.0,4.0,55.0,19.0,98.0,34.0,124.0,43.0,289.0,58.0,31.0,252.0,60.0,20.0,10.0,3.0,50.0,17.0,85.0,30.0,143.0,50.0,288.0,53.9,47.0,242.0,44.0,18.0,10.0,4.0,34.0,14.0,91.0,37.0,114.0,46.0,249.0,53.7,44.0,220.0,0,0,0,0,0,0,0,0,0
01630405,2011.0,133.0,37.0,33.0,9.0,100.0,28.0,129.0,36.0,93.0,26.0,355.0,67.0,47.0,305.0,103.0,26.0,25.0,6.0,78.0,20.0,136.0,34.0,161.0,40.0,400.0,55.3,38.0,373.0,114.0,34.0,34.0,10.0,80.0,24.0,105.0,31.0,118.0,35.0,337.0,59.4,50.0,300.0,0,0,0,0,0,0,0,0,0
01630420,2011.0,112.0,54.0,27.0,13.0,85.0,41.0,61.0,29.0,34.0,16.0,207.0,77.4,40.0,192.0,106.0,51.0,31.0,15.0,75.0,36.0,54.0,26.0,47.0,23.0,207.0,76.3,55.0,188.0,93.0,46.0,30.0,15.0,63.0,31.0,66.0,32.0,45.0,22.0,204.0,72.1,48.0,194.0,0,0,0,0,0,0,0,0,0
01640405,2011.0,116.0,63.0,41.0,22.0,75.0,41.0,55.0,30.0,12.0,7.0,183.0,85.5,19.0,182.0,139.0,70.0,58.0,29.0,81.0,41.0,37.0,19.0,24.0,12.0,200.0,83.9,64.0,199.0,115.0,62.0,68.0,37.0,47.0,25.0,47.0,25.0,24.0,13.0,186.0,81.9,45.0,182.0,0,0,0,0,0,0,0,0,0
01650003,2011.0,73.0,75.0,32.0,33.0,41.0,42.0,21.0,22.0,3.0,3.0,97.0,89.9,93.0,94.0,55.0,55.0,17.0,17.0,38.0,38.0,28.0,28.0,16.0,16.0,99.0,76.3,46.0,93.0,60.0,58.0,33.0,32.0,27.0,26.0,22.0,21.0,21.0,20.0,103.0,76.7,57.0,100.0,0,0,0,0,0,0,0,0,0
01650013,2011.0,46.0,52.0,14.0,16.0,32.0,36.0,31.0,35.0,11.0,13.0,88.0,75.9,50.0,83.0,33.0,37.0,11.0,12.0,22.0,25.0,33.0,37.0,23.0,26.0,89.0,69.9,57.0,82.0,61.0,65.0,27.0,29.0,34.0,36.0,18.0,19.0,15.0,16.0,94.0,86.4,82.0,83.0,0,0,0,0,0,0,0,0,0
01650027,2011.0,23.0,45.0,7.0,14.0,16.0,31.0,14.0,27.0,14.0,27.0,51.0,73.0,34.0,47.0,28.0,46.0,8.0,13.0,20.0,33.0,17.0,28.0,16.0,26.0,61.0,70.1,63.0,59.0,33.0,58.0,7.0,12.0,26.0,46.0,17.0,30.0,7.0,12.0,57.0,79.8,74.0,56.0,0,0,0,0,0,0,0,0,0
01650047,2011.0,49.0,49.0,18.0,18.0,31.0,31.0,37.0,37.0,13.0,13.0,99.0,78.0,39.0,93.0,46.0,50.0,22.0,24.0,24.0,26.0,25.0,27.0,20.0,22.0,91.0,73.1,50.0,86.0,42.0,42.0,20.0,20.0,22.0,22.0,33.0,32.0,27.0,26.0,102.0,71.1,50.0,91.0,0,0,0,0,0,0,0,0,0
01650057,2011.0,74.0,59.0,29.0,23.0,45.0,36.0,29.0,23.0,23.0,18.0,126.0,77.4,88.0,115.0,58.0,53.0,14.0,13.0,44.0,40.0,36.0,32.0,17.0,15.0,111.0,75.7,51.0,103.0,33.0,26.0,11.0,9.0,22.0,17.0,48.0,38.0,47.0,37.0,128.0,54.9,35.5,110.0,0,0,0,0,0,0,0,0,0
01670035,2011.0,272.0,71.0,131.0,34.0,141.0,37.0,78.0,20.0,32.0,8.0,382.0,86.7,52.0,375.0,212.0,58.0,93.0,25.0,119.0,33.0,105.0,29.0,48.0,13.0,365.0,79.6,38.0,356.0,213.0,55.0,81.0,21.0,132.0,34.0,117.0,30.0,60.0,15.0,390.0,77.1,32.0,379.0,0,0,0,0,0,0,0,0,0
01680016,2011.0,213.0,81.0,124.0,47.0,89.0,34.0,38.0,14.0,14.0,5.0,265.0,90.9,62.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01680300,2011.0,,,,,,,,,,,,,,,157.0,66.0,54.0,23.0,103.0,43.0,65.0,27.0,15.0,6.0,237.0,86.0,44.0,230.0,184.0,79.0,125.0,54.0,59.0,25.0,33.0,14.0,15.0,6.0,232.0,90.2,70.0,226.0,1,1,1,0,0,0,0,0,0
01690005,2011.0,45.0,81.0,21.0,38.0,24.0,43.0,8.0,14.0,3.0,5.0,56.0,92.0,70.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01700045,2011.0,158.0,50.0,47.0,15.0,111.0,35.0,94.0,29.0,68.0,21.0,320.0,74.7,33.0,308.0,101.0,35.0,38.0,13.0,63.0,22.0,106.0,37.0,83.0,29.0,290.0,64.1,32.0,279.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
01710310,2011.0,239.0,66.0,91.0,25.0,148.0,41.0,97.0,27.0,23.0,6.0,359.0,86.4,39.5,354.0,202.0,57.0,71.0,20.0,131.0,37.0,100.0,28.0,49.0,14.0,351.0,79.3,55.0,344.0,232.0,66.0,101.0,29.0,131.0,37.0,98.0,28.0,21.0,6.0,351.0,85.6,57.0,344.0,0,0,0,0,0,0,0,0,0
01720020,2011.0,,,,,,,,,,,,,,,41.0,35.0,9.0,8.0,32.0,27.0,48.0,40.0,31.0,26.0,120.0,66.0,27.0,114.0,55.0,43.0,21.0,16.0,34.0,27.0,43.0,34.0,30.0,23.0,128.0,69.5,40.0,126.0,1,1,1,0,0,0,0,0,0
01720035,2011.0,56.0,49.0,22.0,19.0,34.0,30.0,39.0,35.0,18.0,16.0,113.0,75.2,43.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01730010,2011.0,62.0,76.0,31.0,38.0,31.0,38.0,14.0,17.0,5.0,6.0,81.0,89.8,65.5,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01740305,2011.0,39.0,43.0,12.0,13.0,27.0,30.0,34.0,38.0,17.0,19.0,90.0,73.6,28.0,85.0,44.0,49.0,17.0,19.0,27.0,30.0,22.0,25.0,23.0,26.0,89.0,71.6,56.0,87.0,42.0,50.0,20.0,24.0,22.0,26.0,29.0,34.0,14.0,16.0,85.0,73.8,50.0,84.0,0,0,0,0,0,0,0,0,0
01750305,2011.0,179.0,73.0,95.0,39.0,84.0,34.0,49.0,20.0,18.0,7.0,246.0,87.8,61.5,244.0,191.0,76.0,104.0,41.0,87.0,35.0,50.0,20.0,11.0,4.0,252.0,90.2,67.5,248.0,167.0,77.0,93.0,43.0,74.0,34.0,35.0,16.0,14.0,6.0,216.0,89.6,58.5,214.0,0,0,0,0,0,0,0,0,0
01760315,2011.0,67.0,45.0,28.0,19.0,39.0,26.0,45.0,30.0,36.0,24.0,148.0,73.3,44.0,135.0,64.0,39.0,23.0,14.0,41.0,25.0,52.0,31.0,51.0,31.0,167.0,66.2,61.5,150.0,75.0,47.0,32.0,20.0,43.0,27.0,47.0,30.0,37.0,23.0,159.0,71.2,59.0,134.0,0,0,0,0,0,0,0,0,0
01760320,2011.0,85.0,50.0,27.0,16.0,58.0,34.0,48.0,28.0,36.0,21.0,169.0,75.7,52.5,148.0,89.0,45.0,26.0,13.0,63.0,32.0,64.0,32.0,45.0,23.0,198.0,70.8,35.0,189.0,85.0,48.0,28.0,16.0,57.0,32.0,51.0,29.0,41.0,23.0,177.0,73.0,51.0,163.0,0,0,0,0,0,0,0,0,0
01770305,2011.0,165.0,79.0,80.0,38.0,85.0,41.0,39.0,19.0,4.0,2.0,208.0,92.8,54.5,204.0,139.0,64.0,59.0,27.0,80.0,37.0,52.0,24.0,24.0,11.0,215.0,83.6,58.5,210.0,141.0,70.0,72.0,36.0,69.0,34.0,49.0,24.0,12.0,6.0,202.0,87.6,61.0,199.0,0,0,0,0,0,0,0,0,0
01780305,2011.0,183.0,65.0,99.0,35.0,84.0,30.0,69.0,24.0,32.0,11.0,284.0,82.8,46.0,279.0,168.0,61.0,63.0,23.0,105.0,38.0,70.0,25.0,39.0,14.0,277.0,80.0,46.0,266.0,177.0,60.0,73.0,25.0,104.0,35.0,73.0,25.0,47.0,16.0,297.0,78.4,57.0,291.0,0,0,0,0,0,0,0,0,0
01810030,2011.0,88.0,60.0,26.0,18.0,62.0,42.0,38.0,26.0,20.0,14.0,146.0,81.2,44.0,142.0,62.0,39.0,12.0,8.0,50.0,31.0,60.0,38.0,37.0,23.0,159.0,69.3,44.0,153.0,72.0,53.0,23.0,17.0,49.0,36.0,48.0,35.0,18.0,13.0,138.0,77.0,38.5,136.0,0,0,0,0,0,0,0,0,0
01810050,2011.0,62.0,54.0,31.0,27.0,31.0,27.0,28.0,24.0,25.0,22.0,115.0,74.8,43.0,110.0,58.0,49.0,24.0,20.0,34.0,29.0,37.0,31.0,23.0,19.0,118.0,73.3,49.0,111.0,77.0,54.0,29.0,20.0,48.0,34.0,28.0,20.0,37.0,26.0,142.0,72.2,59.0,134.0,0,0,0,0,0,0,0,0,0
01810055,2011.0,57.0,40.0,13.0,9.0,44.0,31.0,58.0,41.0,26.0,18.0,141.0,71.1,48.0,135.0,39.0,27.0,12.0,8.0,27.0,19.0,55.0,39.0,48.0,34.0,142.0,59.5,31.0,135.0,50.0,33.0,16.0,11.0,34.0,22.0,47.0,31.0,55.0,36.0,152.0,62.0,30.5,146.0,0,0,0,0,0,0,0,0,0
01810060,2011.0,72.0,47.0,28.0,18.0,44.0,29.0,52.0,34.0,28.0,18.0,152.0,73.8,54.0,149.0,64.0,40.0,31.0,19.0,33.0,21.0,41.0,26.0,54.0,34.0,159.0,64.8,58.0,155.0,63.0,43.0,19.0,13.0,44.0,30.0,46.0,31.0,40.0,27.0,149.0,67.8,34.0,145.0,0,0,0,0,0,0,0,0,0
01820305,2011.0,156.0,57.0,55.0,20.0,101.0,37.0,71.0,26.0,47.0,17.0,274.0,77.0,53.0,267.0,117.0,38.0,45.0,15.0,72.0,23.0,114.0,37.0,77.0,25.0,308.0,67.2,37.0,305.0,105.0,36.0,34.0,12.0,71.0,24.0,107.0,37.0,81.0,28.0,293.0,65.7,30.0,283.0,0,0,0,0,0,0,0,0,0
01840005,2011.0,94.0,75.0,61.0,49.0,33.0,26.0,26.0,21.0,5.0,4.0,125.0,91.4,69.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01850305,2011.0,191.0,63.0,84.0,28.0,107.0,35.0,74.0,24.0,39.0,13.0,304.0,83.2,52.0,286.0,204.0,64.0,73.0,23.0,131.0,41.0,89.0,28.0,27.0,8.0,320.0,84.2,74.0,309.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
01850310,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,53.0,77.0,26.0,79.0,27.0,69.0,23.0,70.0,24.0,295.0,74.2,54.0,284.0,1,1,1,1,1,1,0,0,0
01860025,2011.0,72.0,57.0,33.0,26.0,39.0,31.0,31.0,25.0,22.0,18.0,125.0,81.2,46.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01860505,2011.0,,,,,,,,,,,,,,,69.0,54.0,18.0,14.0,51.0,40.0,38.0,29.0,22.0,17.0,129.0,75.2,52.5,126.0,70.0,46.0,29.0,19.0,41.0,27.0,41.0,27.0,41.0,27.0,152.0,69.7,31.0,149.0,1,1,1,0,0,0,0,0,0
01870020,2011.0,69.0,69.0,22.0,22.0,47.0,47.0,28.0,28.0,3.0,3.0,100.0,87.5,35.0,98.0,37.0,34.0,7.0,6.0,30.0,28.0,47.0,44.0,24.0,22.0,108.0,65.5,28.5,108.0,62.0,58.0,30.0,28.0,32.0,30.0,31.0,29.0,15.0,14.0,108.0,77.3,47.0,106.0,0,0,0,0,0,0,0,0,0
01890410,2011.0,204.0,72.0,116.0,41.0,88.0,31.0,59.0,21.0,18.0,6.0,281.0,88.3,59.0,272.0,207.0,75.0,99.0,36.0,108.0,39.0,49.0,18.0,20.0,7.0,276.0,89.7,61.0,267.0,196.0,74.0,93.0,35.0,103.0,39.0,55.0,21.0,16.0,6.0,267.0,88.3,67.0,263.0,0,0,0,0,0,0,0,0,0
01910310,2011.0,63.0,54.0,27.0,23.0,36.0,31.0,36.0,31.0,17.0,15.0,116.0,79.1,61.5,114.0,52.0,41.0,15.0,12.0,37.0,29.0,40.0,32.0,34.0,27.0,126.0,68.5,68.0,122.0,49.0,48.0,10.0,10.0,39.0,38.0,37.0,36.0,18.0,17.0,104.0,73.6,56.5,102.0,0,0,0,0,0,0,0,0,0
01960010,2011.0,27.0,73.0,12.0,32.0,15.0,41.0,6.0,16.0,4.0,11.0,37.0,86.5,44.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
01970010,2011.0,34.0,37.0,7.0,8.0,27.0,29.0,32.0,35.0,26.0,28.0,92.0,64.4,45.5,78.0,40.0,44.0,11.0,12.0,29.0,32.0,33.0,36.0,18.0,20.0,91.0,72.3,53.0,81.0,41.0,46.0,9.0,10.0,32.0,36.0,31.0,35.0,17.0,19.0,89.0,72.5,43.0,83.0,0,0,0,0,0,0,0,0,0
01980305,2011.0,111.0,82.0,57.0,42.0,54.0,40.0,23.0,17.0,2.0,1.0,136.0,94.3,40.0,133.0,98.0,76.0,44.0,34.0,54.0,42.0,21.0,16.0,9.0,7.0,128.0,89.6,61.0,125.0,104.0,80.0,64.0,49.0,40.0,31.0,20.0,15.0,7.0,5.0,131.0,90.8,49.0,127.0,0,0,0,0,0,0,0,0,0
01980310,2011.0,166.0,77.0,93.0,43.0,73.0,34.0,30.0,14.0,19.0,9.0,215.0,88.5,50.0,207.0,163.0,70.0,86.0,37.0,77.0,33.0,52.0,22.0,20.0,9.0,235.0,86.4,69.0,224.0,120.0,64.0,66.0,35.0,54.0,29.0,50.0,27.0,17.0,9.0,187.0,83.8,43.0,181.0,0,0,0,0,0,0,0,0,0
01990405,2011.0,,,,,,,,,,,,,,,336.0,81.0,179.0,43.0,157.0,38.0,52.0,13.0,27.0,7.0,415.0,90.8,74.0,403.0,320.0,80.0,164.0,41.0,156.0,39.0,52.0,13.0,27.0,7.0,399.0,90.4,47.0,389.0,1,1,1,0,0,0,0,0,0
01990410,2011.0,368.0,84.0,211.0,48.0,157.0,36.0,53.0,12.0,18.0,4.0,439.0,92.9,59.0,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02010405,2011.0,126.0,37.0,40.0,12.0,86.0,25.0,117.0,35.0,95.0,28.0,338.0,66.6,46.5,318.0,78.0,26.0,18.0,6.0,60.0,20.0,99.0,33.0,124.0,41.0,301.0,56.1,29.0,279.0,82.0,27.0,28.0,9.0,54.0,18.0,93.0,30.0,131.0,43.0,306.0,53.7,36.0,279.0,0,0,0,0,0,0,0,0,0
02010410,2011.0,162.0,52.0,65.0,21.0,97.0,31.0,100.0,32.0,48.0,15.0,310.0,78.1,67.0,299.0,98.0,31.0,15.0,5.0,83.0,26.0,137.0,42.0,88.0,27.0,323.0,63.9,32.0,303.0,75.0,26.0,20.0,7.0,55.0,19.0,101.0,35.0,115.0,40.0,291.0,57.3,31.0,275.0,0,0,0,0,0,0,0,0,0
02010415,2011.0,76.0,34.0,20.0,9.0,56.0,25.0,73.0,32.0,76.0,34.0,225.0,63.1,39.0,215.0,49.0,18.0,11.0,4.0,38.0,14.0,102.0,38.0,114.0,43.0,265.0,52.7,23.0,245.0,57.0,26.0,20.0,9.0,37.0,17.0,57.0,27.0,100.0,47.0,214.0,55.5,49.5,188.0,0,0,0,0,0,0,0,0,0
02040305,2011.0,88.0,54.0,31.0,19.0,57.0,35.0,55.0,34.0,20.0,12.0,163.0,80.5,40.5,158.0,104.0,63.0,33.0,20.0,71.0,43.0,36.0,22.0,26.0,16.0,166.0,81.5,65.0,159.0,113.0,75.0,53.0,35.0,60.0,40.0,28.0,19.0,10.0,7.0,151.0,88.1,64.0,144.0,0,0,0,0,0,0,0,0,0
02070305,2011.0,122.0,76.0,76.0,47.0,46.0,29.0,30.0,19.0,9.0,6.0,161.0,90.1,58.0,151.0,133.0,77.0,78.0,45.0,55.0,32.0,27.0,16.0,13.0,8.0,173.0,88.7,57.5,170.0,135.0,80.0,91.0,54.0,44.0,26.0,22.0,13.0,12.0,7.0,169.0,91.0,68.0,163.0,0,0,0,0,0,0,0,0,0
02070310,2011.0,191.0,90.0,129.0,61.0,62.0,29.0,14.0,7.0,7.0,3.0,212.0,95.5,66.0,206.0,155.0,72.0,95.0,44.0,60.0,28.0,43.0,20.0,16.0,7.0,214.0,87.3,49.0,205.0,180.0,83.0,115.0,53.0,65.0,30.0,29.0,13.0,10.0,5.0,219.0,92.6,65.0,212.0,0,0,0,0,0,0,0,0,0
02070315,2011.0,212.0,80.0,119.0,45.0,93.0,35.0,39.0,15.0,16.0,6.0,267.0,90.6,40.0,257.0,207.0,80.0,109.0,42.0,98.0,38.0,43.0,17.0,8.0,3.0,258.0,91.8,62.0,247.0,171.0,83.0,98.0,48.0,73.0,35.0,20.0,10.0,15.0,7.0,206.0,90.8,65.0,199.0,0,0,0,0,0,0,0,0,0
02070320,2011.0,163.0,80.0,108.0,53.0,55.0,27.0,24.0,12.0,16.0,8.0,203.0,90.3,58.0,197.0,140.0,72.0,76.0,39.0,64.0,33.0,34.0,17.0,22.0,11.0,196.0,84.6,53.5,186.0,158.0,82.0,114.0,59.0,44.0,23.0,20.0,10.0,15.0,8.0,193.0,90.3,57.5,184.0,0,0,0,0,0,0,0,0,0
02080005,2011.0,99.0,76.0,52.0,40.0,47.0,36.0,28.0,21.0,4.0,3.0,131.0,90.1,43.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02090008,2011.0,17.0,60.0,11.0,39.0,6.0,21.0,8.0,29.0,3.0,11.0,28.0,84.8,54.5,26.0,16.0,56.0,8.0,28.0,8.0,28.0,7.0,24.0,6.0,21.0,29.0,81.0,77.0,26.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
02090015,2011.0,14.0,58.0,6.0,25.0,8.0,33.0,7.0,29.0,3.0,13.0,24.0,84.4,24.0,23.0,9.0,28.0,1.0,3.0,8.0,25.0,14.0,44.0,9.0,28.0,32.0,62.5,31.0,28.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
02090035,2011.0,12.0,28.0,6.0,14.0,6.0,14.0,18.0,41.0,14.0,32.0,44.0,60.2,34.0,43.0,5.0,16.0,2.0,6.0,3.0,10.0,12.0,39.0,14.0,45.0,31.0,57.3,33.0,25.0,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,1
02090505,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,26.0,8.0,7.0,21.0,19.0,34.0,30.0,49.0,44.0,112.0,54.5,23.0,93.0,1,1,1,1,1,1,0,0,0
02100410,2011.0,82.0,41.0,30.0,15.0,52.0,26.0,71.0,36.0,44.0,22.0,197.0,70.1,37.0,186.0,104.0,53.0,39.0,20.0,65.0,33.0,50.0,25.0,46.0,23.0,200.0,74.9,71.0,170.0,116.0,59.0,41.0,21.0,75.0,38.0,48.0,25.0,31.0,16.0,195.0,78.5,47.0,187.0,0,0,0,0,0,0,0,0,0
02110305,2011.0,276.0,78.0,158.0,45.0,118.0,33.0,59.0,17.0,18.0,5.0,353.0,90.9,73.0,337.0,214.0,61.0,84.0,24.0,130.0,37.0,87.0,25.0,50.0,14.0,351.0,80.6,50.0,334.0,238.0,65.0,126.0,34.0,112.0,31.0,86.0,23.0,42.0,11.0,366.0,83.7,54.0,353.0,0,0,0,0,0,0,0,0,0
02120305,2011.0,268.0,73.0,138.0,38.0,130.0,35.0,67.0,18.0,32.0,9.0,367.0,88.6,56.0,348.0,227.0,60.0,94.0,25.0,133.0,35.0,110.0,29.0,45.0,12.0,382.0,82.1,49.5,364.0,256.0,66.0,120.0,31.0,136.0,35.0,87.0,22.0,47.0,12.0,390.0,83.7,54.0,380.0,0,0,0,0,0,0,0,0,0
02130305,2011.0,140.0,61.0,60.0,26.0,80.0,35.0,70.0,30.0,20.0,9.0,230.0,82.3,33.0,222.0,135.0,62.0,41.0,19.0,94.0,43.0,47.0,21.0,38.0,17.0,220.0,79.3,52.0,213.0,137.0,72.0,59.0,31.0,78.0,41.0,39.0,21.0,14.0,7.0,190.0,87.1,56.0,184.0,0,0,0,0,0,0,0,0,0
02140305,2011.0,97.0,56.0,22.0,13.0,75.0,43.0,54.0,31.0,25.0,14.0,176.0,78.3,47.0,173.0,101.0,51.0,39.0,20.0,62.0,31.0,63.0,32.0,34.0,17.0,198.0,76.8,70.5,188.0,108.0,54.0,36.0,18.0,72.0,36.0,54.0,27.0,39.0,19.0,201.0,75.2,47.5,194.0,0,0,0,0,0,0,0,0,0
02150015,2011.0,24.0,68.0,12.0,34.0,12.0,34.0,8.0,23.0,3.0,9.0,35.0,84.3,76.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,1
02150505,2011.0,,,,,,,,,,,,,,,14.0,34.0,3.0,7.0,11.0,27.0,14.0,34.0,13.0,32.0,41.0,61.0,38.0,39.0,20.0,40.0,10.0,20.0,10.0,20.0,22.0,43.0,9.0,18.0,51.0,71.1,44.0,49.0,1,1,1,0,0,0,0,0,0
02170305,2011.0,158.0,79.0,78.0,39.0,80.0,40.0,35.0,18.0,7.0,4.0,200.0,91.6,57.0,199.0,138.0,65.0,38.0,18.0,100.0,47.0,57.0,27.0,18.0,8.0,213.0,85.4,36.5,212.0,124.0,62.0,48.0,24.0,76.0,38.0,61.0,30.0,16.0,8.0,201.0,82.5,34.0,199.0,0,0,0,0,0,0,0,0,0
02180305,2011.0,168.0,73.0,64.0,28.0,104.0,45.0,48.0,21.0,15.0,6.0,231.0,89.0,45.0,217.0,131.0,59.0,44.0,20.0,87.0,39.0,64.0,29.0,29.0,13.0,224.0,80.9,64.0,216.0,136.0,60.0,69.0,30.0,67.0,30.0,58.0,26.0,33.0,15.0,227.0,79.3,58.0,223.0,0,0,0,0,0,0,0,0,0
