school_code,African American (#),Asian (#),Hispanic (#),White (#),Native American (#),"Native Hawaiian, Pacific Islander (#)","Multi-Race,Non-Hispanic (#)",Females (#),Males (#),FTE Count,Total # of Teachers,% of Teachers Licensed in Teaching Assignment,Total # of Classes in Core Academic Areas,% of Core Academic Classes Taught by Teachers Who are Highly Qualified,Student / Teacher Ratio,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,Total # of Classes,Average Class Size,Number of Students,African American %,Asian %,Hispanic %,White %,Native American %,"Native Hawaiian, Pacific Islander %","Multi-Race, Non-Hispanic %",Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained,General Education (#),Special Education (#),Career Vocational Technical (#),English Language Learner (#),<26 yrs (# ),26-32 yrs (#),33-40 yrs (#),41-48 yrs (#),49-56 yrs (#),57-64 yrs (#),Over 64 yrs (#),Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability,Principal Total_is_nan
00350020,21.0,0.0,23.8,46.4,2.0,0.0,0.0,75.2,18.0,93.2,60.4,95.0,341.0,92.1,13.6,65.0,68.0,66.0,70.0,80.0,80.0,82.0,109.0,97.0,105.0,0.0,0.0,0.0,0.0,0.0,822.0,251.0,17.4,817.0,19.3,2.8,58.8,16.5,0.2,0.0,2.3,1.0,1.0,100.0,65.0,53.0,81.5,37.7,21.7,0.0,1.0,4.0,14.0,13.0,25.0,20.0,15.200000000000001,2.0,48.6,51.4,38.4,25.6,74.9,907.0,20.6,17.8,830.0,86.7,0
00350074,19.9,1.1,2.0,8.0,1.0,0.0,0.0,23.9,8.1,32.0,21.1,90.5,63.0,81.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,77.0,92.0,0.0,0.0,0.0,0.0,0.0,242.0,72.0,19.8,262.0,61.5,1.5,29.4,2.3,0.8,0.4,4.2,1.0,1.0,100.0,26.0,14.0,53.8,11.700000000000001,9.4,0.0,0.0,3.0,1.0,5.0,12.0,7.0,4.0,0.0,47.7,52.3,45.8,14.5,87.8,279.0,26.5,21.1,242.0,84.7,0
00350080,11.0,2.0,15.0,36.0,0.0,0.0,0.0,45.0,19.0,64.0,46.0,97.8,213.0,97.2,14.8,0.0,63.0,73.0,87.0,85.0,77.0,61.0,88.0,73.0,74.0,0.0,0.0,0.0,0.0,0.0,681.0,254.0,20.8,688.0,2.3,0.6,89.5,6.7,0.3,0.0,0.6,1.0,1.0,100.0,45.0,37.0,82.2,31.7,12.3,0.0,2.0,1.0,12.0,15.0,16.0,6.0,12.0,2.0,49.0,51.0,62.8,13.5,83.6,712.0,9.8,7.0,682.0,94.1,0
00350096,4.4,1.0,4.1,34.8,0.0,0.0,0.0,39.2,5.0,44.2,29.3,100.0,140.0,95.7,12.0,35.0,55.0,36.0,37.0,37.0,25.0,33.0,40.0,26.0,27.0,0.0,0.0,0.0,0.0,0.0,351.0,125.0,15.7,360.0,16.7,1.9,31.9,46.4,0.0,0.0,3.1,1.0,1.0,100.0,25.0,19.0,76.0,17.5,11.700000000000001,0.0,0.0,2.0,12.4,16.0,4.1,5.6000000000000005,3.2,1.0,47.2,52.8,18.6,23.3,44.7,374.0,11.5,7.8,356.0,93.0,0
00350116,13.8,2.0,6.5,34.4,0.0,0.0,0.0,52.7,4.0,56.7,36.1,97.2,126.0,98.4,12.5,40.0,42.0,43.0,43.0,40.0,49.0,34.0,47.0,61.0,54.0,0.0,0.0,0.0,0.0,0.0,453.0,127.0,22.2,483.0,37.5,1.7,34.0,23.8,0.0,0.2,2.9,1.0,1.0,100.0,35.0,29.0,82.9,19.2,16.1,0.0,0.8,1.0,5.0,24.2,7.5,8.0,10.0,1.0,48.4,51.6,14.1,26.3,64.4,505.0,17.2,14.3,459.0,91.1,0
00350179,19.0,3.3,11.0,47.0,1.0,0.0,0.0,52.5,28.8,81.3,60.1,93.3,243.0,95.9,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,232.0,201.0,0.0,0.0,0.0,0.0,0.0,682.0,251.0,18.9,697.0,36.4,8.2,43.2,9.2,1.0,0.1,1.9,1.0,1.0,100.0,52.0,39.0,75.0,36.0,23.1,0.0,1.0,12.5,22.0,17.3,8.5,10.0,10.0,1.0,46.5,53.5,30.8,26.8,86.4,729.0,21.9,16.9,684.0,83.2,0
00350182,2.5,0.0,19.0,14.4,0.0,0.0,0.0,30.9,5.0,35.9,25.0,96.0,113.0,81.4,13.4,28.0,47.0,48.0,44.0,41.0,38.0,29.0,25.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,334.0,109.0,19.4,326.0,5.2,0.0,72.7,19.3,0.0,0.0,2.8,1.0,1.0,100.0,30.0,19.0,63.3,15.700000000000001,8.3,0.0,1.0,4.0,5.5,11.6,4.8,5.0,5.0,0.0,49.7,50.3,57.4,15.0,73.0,344.0,12.2,8.7,337.0,89.6,0
00350183,25.0,1.0,2.4,40.3,0.0,0.0,0.0,54.7,14.0,68.7,39.0,94.9,149.0,100.0,10.9,0.0,0.0,0.0,75.0,83.0,104.0,89.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,160.0,17.2,415.0,61.7,6.0,28.0,1.9,0.0,0.5,1.9,1.0,1.0,100.0,30.0,24.0,80.0,24.0,14.0,0.0,1.0,6.0,12.0,16.0,12.6,11.4,9.700000000000001,1.0,46.0,54.0,11.1,26.0,85.3,441.0,17.2,12.0,427.0,85.5,0
00350190,5.8,0.0,5.0,41.6,0.0,0.0,0.0,46.3,6.0,52.4,33.4,94.0,137.0,93.4,13.2,53.0,44.0,45.0,49.0,49.0,53.0,47.0,52.0,22.0,28.0,0.0,0.0,0.0,0.0,0.0,442.0,121.0,20.3,393.0,10.2,5.3,16.0,62.8,0.5,0.0,5.1,1.0,0.0,0.0,28.0,25.0,89.3,21.5,11.9,0.0,0.0,2.0,9.0,12.0,10.4,8.2,9.8,1.0,47.1,52.9,5.6,20.4,37.7,455.0,5.1,4.0,441.0,98.0,0
00350229,15.0,1.0,8.5,19.9,0.0,0.0,0.0,34.4,10.0,44.4,36.7,91.8,242.0,78.5,11.8,14.0,41.0,65.0,55.0,52.0,56.0,47.0,31.0,36.0,37.0,0.0,0.0,0.0,0.0,0.0,434.0,170.0,17.5,450.0,24.2,0.9,70.9,2.0,0.4,0.2,1.3,1.0,1.0,100.0,39.0,30.0,76.9,25.6,10.1,0.0,1.0,5.0,9.0,12.5,9.0,8.0,0.9,0.0,49.8,50.2,44.7,15.1,88.2,474.0,22.2,17.5,438.0,84.2,0
00350240,22.8,9.0,6.0,86.1,0.0,0.0,0.0,92.9,31.0,123.9,67.8,91.6,303.0,91.4,13.3,45.0,68.0,72.0,70.0,79.0,124.0,117.0,143.0,87.0,95.0,0.0,0.0,0.0,0.0,0.0,900.0,318.0,21.1,924.0,22.2,32.8,15.6,26.5,0.3,0.2,2.4,1.0,1.0,100.0,61.0,49.0,80.3,42.9,22.900000000000002,0.0,2.0,6.0,13.8,27.1,36.0,24.0,14.0,3.0,47.9,52.1,20.2,16.7,63.7,944.0,9.5,7.4,903.0,94.6,0
00350255,7.0,2.0,3.0,19.6,0.0,0.0,0.0,26.0,5.6,31.6,19.4,94.8,91.0,95.6,12.9,22.0,22.0,22.0,26.0,29.0,32.0,22.0,30.0,22.0,24.0,0.0,0.0,0.0,0.0,0.0,251.0,112.0,19.1,259.0,24.7,3.1,20.1,51.7,0.0,0.0,0.4,1.0,0.0,0.0,20.0,19.0,95.0,12.3,7.1000000000000005,0.0,0.0,2.0,2.0,7.4,4.0,9.5,6.1000000000000005,0.6,47.1,52.9,18.5,25.5,68.7,262.0,9.5,8.8,252.0,94.0,0
00350257,28.1,2.0,17.3,65.4,0.0,0.0,0.0,90.6,22.2,112.9,73.3,95.0,335.0,96.1,11.4,55.0,85.0,92.0,96.0,93.0,85.0,88.0,84.0,80.0,75.0,0.0,0.0,0.0,0.0,0.0,833.0,315.0,19.3,874.0,41.5,0.8,53.8,1.1,0.2,0.7,1.8,1.0,1.0,100.0,68.0,56.0,82.4,50.300000000000004,21.0,0.0,2.0,11.6,53.0,28.8,7.5,8.0,3.0,1.0,51.9,48.1,52.3,14.4,77.3,904.0,18.3,16.3,835.0,88.5,0
00350258,9.0,1.0,6.0,47.8,0.0,0.0,0.0,44.8,19.0,63.8,46.3,97.8,242.0,100.0,13.6,0.0,0.0,0.0,0.0,104.0,115.0,102.0,118.0,92.0,100.0,0.0,0.0,0.0,0.0,0.0,631.0,230.0,19.3,645.0,28.5,4.0,47.1,16.6,0.2,0.2,3.4,1.0,1.0,100.0,52.0,40.0,76.9,29.5,14.8,0.0,2.0,1.5,13.0,14.5,11.5,11.8,10.5,1.0,45.6,54.4,22.2,21.9,74.9,670.0,13.9,10.6,631.0,91.4,0
00350262,10.0,0.0,5.8,39.1,0.6,0.0,0.0,46.5,9.0,55.5,42.5,93.0,241.0,85.9,12.9,44.0,65.0,64.0,64.0,58.0,72.0,59.0,61.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,548.0,227.0,17.5,543.0,6.4,1.3,47.5,43.1,0.4,0.0,1.3,1.0,1.0,100.0,43.0,34.0,79.1,27.900000000000002,12.5,0.0,2.0,3.5,9.0,14.6,10.6,12.8,5.0,0.0,50.6,49.4,23.8,23.4,54.5,567.0,12.2,9.9,550.0,90.5,0
00350308,9.0,1.0,16.0,17.9,0.0,0.0,0.0,36.9,7.0,43.9,26.9,92.6,172.0,84.3,15.1,47.0,48.0,50.0,45.0,44.0,47.0,32.0,41.0,33.0,20.0,0.0,0.0,0.0,0.0,0.0,407.0,168.0,19.5,402.0,28.4,0.2,68.7,1.5,0.0,0.0,1.2,1.0,1.0,100.0,30.0,23.0,76.7,18.5,7.4,0.0,1.0,0.8,15.0,7.0,4.1,9.0,6.0,2.0,49.5,50.5,48.3,19.7,84.3,427.0,16.6,12.2,410.0,86.8,0
00350326,8.6,2.7,9.0,26.8,0.0,0.0,0.0,39.3,7.8,47.1,27.7,92.8,87.0,95.4,13.0,20.0,44.0,55.0,59.0,54.0,45.0,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,85.0,18.1,350.0,16.3,8.0,59.1,12.3,0.0,0.3,4.0,1.0,1.0,100.0,28.0,24.0,85.7,15.700000000000001,8.0,0.0,4.0,4.8,18.8,12.700000000000001,6.8,4.0,0.0,0.0,48.3,51.7,40.6,21.7,88.6,365.0,11.5,7.9,359.0,90.0,0
00350346,5.0,0.0,4.0,46.0,0.0,0.0,0.0,50.0,5.0,55.0,37.0,97.3,195.0,97.4,14.4,1.0,76.0,66.0,67.0,72.0,51.0,51.0,64.0,39.0,44.0,0.0,0.0,0.0,0.0,0.0,531.0,185.0,20.9,504.0,12.3,4.8,25.4,54.4,0.2,0.0,3.0,1.0,1.0,100.0,34.0,30.0,88.2,27.3,9.700000000000001,0.0,0.0,0.0,12.0,17.0,12.0,7.0,4.0,3.0,46.6,53.4,10.9,12.1,53.2,561.0,13.2,8.4,531.0,91.7,0
00350363,74.7,2.0,7.0,91.2,0.0,0.0,0.0,100.0,74.9,174.9,55.9,100.0,401.0,100.0,6.8,0.0,0.0,4.0,4.0,19.0,23.0,17.0,24.0,22.0,45.0,49.0,44.0,77.0,37.0,17.0,382.0,424.0,5.7,363.0,51.8,0.6,32.0,11.0,0.8,0.0,3.9,1.0,1.0,100.0,60.0,53.0,88.3,37.800000000000004,18.0,0.1,0.0,13.0,43.8,33.7,30.5,28.400000000000002,22.5,3.0,27.5,72.5,16.5,97.2,87.3,515.0,54.8,42.7,389.0,59.9,0
00350375,19.6,2.8,14.0,49.0,0.0,0.0,0.0,66.3,19.0,85.3,58.7,98.3,295.0,96.9,14.0,38.0,60.0,65.0,69.0,78.0,97.0,76.0,130.0,101.0,105.0,0.0,0.0,0.0,0.0,0.0,819.0,284.0,18.2,861.0,25.3,12.5,43.7,14.2,0.9,0.3,3.0,1.0,1.0,100.0,57.0,49.0,86.0,41.5,17.2,0.0,0.0,4.0,23.6,22.6,12.9,16.0,6.2,0.0,44.7,55.3,38.9,22.0,82.2,941.0,28.5,21.8,821.0,82.0,0
00350376,30.6,0.1,4.9,17.9,0.0,0.0,0.0,48.5,4.9,53.4,35.9,94.4,196.0,94.9,12.3,62.0,41.0,68.0,75.0,41.0,50.0,19.0,32.0,23.0,29.0,0.0,0.0,0.0,0.0,0.0,440.0,174.0,20.6,484.0,61.6,1.0,31.0,2.5,0.2,0.0,3.7,1.0,1.0,100.0,27.0,23.0,85.2,20.900000000000002,15.0,0.0,0.0,4.0,8.0,10.0,9.9,7.9,12.700000000000001,1.0,44.0,56.0,20.5,22.9,92.1,530.0,31.7,24.9,441.0,82.1,0
00350377,30.0,0.0,3.0,23.1,0.0,0.0,0.0,40.0,16.1,56.2,30.2,99.9,149.0,100.0,12.9,34.0,49.0,69.0,46.0,48.0,25.0,22.0,31.0,33.0,32.0,0.0,0.0,0.0,0.0,0.0,389.0,135.0,16.0,369.0,59.3,0.3,35.2,1.9,0.5,0.0,2.7,1.0,1.0,100.0,34.0,24.0,70.6,21.1,8.1,0.0,1.0,2.0,8.0,11.5,10.1,10.5,10.1,4.0,45.5,54.5,18.2,20.9,85.4,443.0,26.6,17.4,393.0,82.7,0
00350378,39.0,1.0,2.7,20.6,0.0,0.0,0.0,51.3,12.0,63.3,45.7,89.1,221.0,100.0,11.5,0.0,0.0,0.0,0.0,0.0,56.0,43.0,138.0,147.0,141.0,0.0,0.0,0.0,0.0,0.0,525.0,169.0,14.7,536.0,73.1,2.2,19.8,1.1,0.7,0.2,2.8,1.0,1.0,100.0,46.0,40.0,87.0,27.900000000000002,14.8,0.0,3.0,0.0,5.0,10.0,17.3,14.0,15.0,2.0,46.3,53.7,30.8,26.1,85.1,602.0,24.1,15.6,538.0,84.9,0
00350380,27.0,4.3,11.3,31.6,0.0,0.0,0.0,59.2,15.0,74.2,42.6,95.3,142.0,93.0,12.3,24.0,46.0,55.0,68.0,64.0,56.0,36.0,58.0,58.0,61.0,0.0,0.0,0.0,0.0,0.0,526.0,141.0,16.1,511.0,50.1,0.4,46.0,2.9,0.2,0.4,0.0,1.0,1.0,100.0,49.0,27.0,55.1,25.1,17.5,0.0,0.0,6.0,28.3,14.3,11.6,10.0,4.0,0.0,46.4,53.6,28.4,23.3,83.8,543.0,21.4,18.6,526.0,81.2,0
00350382,10.0,1.0,3.5,15.0,0.0,0.0,0.0,22.5,7.0,29.5,16.0,93.7,67.0,92.5,13.1,21.0,30.0,31.0,22.0,20.0,19.0,15.0,19.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,209.0,46.0,12.9,212.0,27.4,1.4,41.5,22.6,0.5,0.0,6.6,1.0,1.0,100.0,12.0,10.0,83.3,10.200000000000001,4.8,0.0,1.0,1.0,5.0,5.0,11.5,5.0,2.0,0.0,47.2,52.8,16.0,30.7,52.4,221.0,14.0,11.3,210.0,90.5,0
00350383,28.8,2.0,15.0,37.2,0.0,0.0,0.0,57.0,26.0,83.0,55.7,91.0,263.0,86.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,214.0,229.0,0.0,0.0,0.0,0.0,0.0,614.0,173.0,13.2,653.0,51.5,2.0,40.3,3.4,0.3,0.5,2.1,1.0,0.0,0.0,56.0,41.0,73.2,32.5,22.2,0.0,1.0,11.0,26.0,28.0,7.0,8.0,3.0,0.0,48.2,51.8,39.7,26.3,85.9,682.0,22.1,19.6,615.0,86.3,0
00350426,13.0,3.0,3.0,29.3,0.0,0.0,0.0,26.3,22.0,48.3,34.3,94.2,113.0,95.6,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,86.0,74.0,34.0,0.0,0.0,0.0,0.0,282.0,70.0,17.7,304.0,62.5,4.3,18.4,11.5,1.3,0.3,1.6,1.0,1.0,100.0,31.0,26.0,83.9,14.700000000000001,19.6,0.0,0.0,5.0,16.0,12.6,4.7,6.0,4.0,0.0,45.4,54.6,12.2,31.3,81.3,328.0,24.7,19.8,286.0,86.4,0
00350430,10.0,6.8,6.0,34.9,1.0,0.0,0.0,35.9,22.8,58.7,41.4,100.0,232.0,96.6,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,185.0,180.0,0.0,0.0,0.0,0.0,0.0,534.0,159.0,18.4,548.0,17.2,15.5,58.9,7.3,0.2,0.0,0.9,1.0,1.0,100.0,51.0,37.0,72.5,25.6,15.700000000000001,0.0,0.0,1.0,12.0,13.8,13.9,12.0,4.0,2.0,43.8,56.2,35.2,23.5,85.0,583.0,17.3,13.4,536.0,89.9,0
00350445,16.0,3.0,4.0,37.0,0.0,0.0,0.0,47.0,13.0,60.0,45.5,95.6,153.0,96.1,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,124.0,173.0,0.0,0.0,0.0,0.0,0.0,480.0,187.0,16.4,492.0,37.2,2.4,47.4,10.8,0.4,0.0,1.8,1.0,1.0,100.0,47.0,35.0,74.5,33.0,12.5,0.0,0.0,3.0,10.0,11.0,12.0,12.0,9.0,3.0,45.3,54.7,22.6,29.7,84.6,522.0,21.6,14.6,483.0,84.7,0
00350470,18.8,2.2,2.0,38.0,1.0,0.0,0.0,40.7,21.3,62.0,49.8,98.4,201.0,96.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,189.0,217.0,0.0,0.0,0.0,0.0,0.0,583.0,183.0,19.4,589.0,64.5,5.9,23.6,4.1,0.5,0.0,1.4,1.0,1.0,100.0,52.0,47.0,90.4,27.400000000000002,22.400000000000002,0.0,0.0,0.0,5.0,20.0,14.5,9.5,11.0,2.0,44.3,55.7,23.8,24.6,88.3,628.0,20.9,16.7,586.0,84.8,0
00350485,24.0,1.3,11.0,32.0,0.0,0.0,0.0,48.0,20.3,68.3,52.3,96.2,173.0,96.5,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,199.0,206.0,0.0,0.0,0.0,0.0,0.0,638.0,233.0,18.4,629.0,43.6,0.5,53.6,1.3,0.5,0.2,0.5,1.0,1.0,100.0,55.0,46.0,83.6,33.3,18.0,0.0,1.0,3.0,15.0,10.3,11.0,20.0,8.0,1.0,57.6,42.4,33.5,21.1,89.0,653.0,13.9,11.0,640.0,87.8,0
00350545,13.0,11.9,11.0,72.0,0.0,0.0,0.0,68.9,39.0,107.9,93.8,94.7,388.0,97.4,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,288.0,280.0,293.0,253.0,239.0,0.0,1645.0,399.0,24.5,1626.0,27.0,22.6,19.1,29.0,0.6,0.1,1.6,1.0,1.0,100.0,102.0,83.0,81.4,74.9,18.900000000000002,0.0,0.0,2.0,27.9,33.0,16.0,9.0,18.0,2.0,56.9,43.1,0.7,1.7,57.3,1648.0,2.1,0.7,1645.0,98.1,0
00350560,23.0,8.0,9.0,104.4,0.0,1.0,0.0,78.4,67.0,145.4,114.9,100.0,687.0,97.8,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,370.0,445.0,377.0,383.0,378.0,0.0,2353.0,675.0,24.9,2332.0,10.4,29.3,9.6,47.4,0.0,0.1,3.2,1.0,1.0,100.0,122.0,108.0,88.5,83.10000000000001,31.8,0.0,0.0,5.6,21.0,39.0,17.0,34.800000000000004,19.0,9.0,55.3,44.7,0.2,1.3,31.5,2358.0,1.6,0.5,2356.0,98.5,0
00350565,12.0,18.2,2.0,19.2,0.0,0.0,0.0,28.4,23.0,51.4,39.8,74.9,133.0,91.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,70.0,76.0,55.0,62.0,38.0,62.0,10.0,513.0,195.0,17.6,506.0,20.9,54.0,16.0,6.3,0.4,0.0,2.4,1.0,0.0,0.0,51.0,37.0,72.5,32.0,7.9,0.0,0.0,2.5,14.2,14.0,6.1000000000000005,7.5,3.0,4.0,45.1,54.9,10.9,20.4,82.8,518.0,5.2,3.5,512.0,95.9,0
00350575,40.0,9.0,14.0,36.3,0.0,0.0,0.0,54.5,44.9,99.3,79.8,97.5,317.0,98.7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,141.0,284.0,307.0,250.0,230.0,0.0,1356.0,336.0,23.8,1319.0,38.6,20.8,27.1,11.5,0.2,0.3,1.4,2.0,1.0,50.0,82.0,71.0,86.6,55.9,23.8,0.0,0.0,1.0,14.5,20.0,15.9,21.0,15.0,12.0,55.9,44.1,2.4,2.7,75.1,1362.0,5.4,2.3,1358.0,94.8,0
00350656,14.0,2.0,15.0,45.7,0.0,0.0,0.0,51.7,25.0,76.7,55.0,94.5,274.0,95.6,12.4,0.0,72.0,22.0,32.0,27.0,30.0,32.0,158.0,145.0,166.0,0.0,0.0,0.0,0.0,0.0,684.0,224.0,17.1,691.0,9.1,2.0,72.8,14.8,0.4,0.0,0.9,1.0,1.0,100.0,60.0,46.0,76.7,35.5,19.5,0.0,0.0,6.0,11.0,14.0,15.700000000000001,17.0,13.0,0.0,46.5,53.5,46.7,25.8,81.2,726.0,18.3,13.4,684.0,86.7,0
00350657,36.2,4.0,6.0,70.0,0.0,0.0,0.0,62.2,54.0,116.2,87.8,92.6,355.0,88.2,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,144.0,144.0,168.0,153.0,148.0,95.0,0.0,997.0,344.0,15.6,994.0,71.9,4.3,17.7,3.7,0.5,0.3,1.5,2.0,2.0,100.0,85.0,72.0,84.7,62.300000000000004,25.5,0.0,0.0,9.0,40.0,31.0,17.0,12.0,5.2,2.0,45.3,54.7,22.1,21.1,88.9,1058.0,16.6,11.1,998.0,88.4,0
00350691,3.9,0.0,30.7,11.8,0.0,0.0,0.0,40.5,5.9,46.4,25.4,100.0,142.0,96.5,16.8,48.0,49.0,51.0,49.0,50.0,50.0,42.0,35.0,27.0,25.0,0.0,0.0,0.0,0.0,0.0,426.0,144.0,22.1,424.0,2.4,0.2,91.3,5.7,0.0,0.0,0.5,1.0,1.0,100.0,26.0,23.0,88.5,16.3,8.1,0.0,1.0,1.0,7.0,7.0,10.6,12.8,6.0,2.0,50.0,50.0,60.6,12.0,77.1,429.0,6.3,5.4,427.0,94.1,0
00350750,7.5,3.0,8.0,75.0,0.0,0.0,0.0,76.5,17.0,93.6,50.9,90.5,160.0,79.4,2.3,13.0,8.0,7.0,4.0,6.0,4.0,6.0,10.0,12.0,11.0,2.0,13.0,10.0,13.0,0.0,119.0,178.0,4.1,124.0,30.6,10.5,43.5,13.7,0.0,0.0,1.6,1.0,1.0,100.0,44.0,33.0,75.0,24.0,26.900000000000002,0.0,0.0,4.0,21.1,15.0,16.9,21.5,14.0,1.0,50.8,49.2,35.5,91.9,87.9,128.0,17.2,17.2,120.0,88.3,0
00360325,0.0,0.0,1.0,74.6,0.0,0.0,1.0,69.6,7.0,76.6,50.7,100.0,212.0,95.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,164.0,186.0,186.0,0.0,0.0,0.0,0.0,0.0,711.0,329.0,19.3,745.0,0.8,0.9,2.3,89.1,0.1,0.0,6.7,1.0,1.0,100.0,53.0,47.0,88.7,45.9,4.7,0.0,0.0,1.0,3.9,17.900000000000002,13.0,22.5,16.3,2.0,50.1,49.9,0.0,16.0,30.5,747.0,7.8,4.8,714.0,96.5,0
00370005,0.0,0.0,0.4,66.6,0.0,2.0,0.0,64.3,4.7,69.0,36.1,100.0,134.0,100.0,12.1,19.0,42.0,59.0,54.0,53.0,65.0,70.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,180.0,19.1,444.0,2.3,28.4,2.9,61.5,0.5,0.0,4.5,1.0,1.0,100.0,37.0,33.0,89.2,30.8,4.8,0.0,0.5,1.4,6.9,7.8,14.5,26.8,10.200000000000001,1.5,44.4,55.6,1.8,14.2,3.8,450.0,4.4,3.6,440.0,97.7,0
00380013,0.0,0.0,0.0,65.6,0.0,0.0,0.0,62.1,3.5,65.6,37.8,100.0,194.0,85.6,12.3,0.0,0.0,0.0,0.0,109.0,108.0,118.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,218.0,18.4,467.0,0.2,2.6,1.7,93.6,0.0,0.2,1.7,1.0,1.0,100.0,44.0,40.0,90.9,27.1,10.3,0.0,0.4,4.0,5.5,7.5,14.8,18.0,14.8,1.0,50.5,49.5,0.2,17.1,2.6,473.0,3.6,2.3,464.0,98.3,0
00390005,0.0,0.0,0.0,47.0,0.0,0.0,1.0,44.0,4.0,48.0,26.3,100.0,144.0,100.0,14.4,19.0,41.0,59.0,49.0,60.0,55.0,47.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,85.0,17.5,387.0,1.6,3.4,1.0,91.7,0.0,0.0,2.3,1.0,1.0,100.0,30.0,28.0,93.3,23.6,2.0,0.0,0.7000000000000001,2.7,4.3,9.0,10.200000000000001,14.9,4.9,2.0,52.7,47.3,1.6,15.2,10.9,387.0,3.1,2.6,379.0,98.9,0
00400305,1.0,0.0,1.0,79.0,0.0,0.0,1.0,67.4,14.5,82.0,55.4,100.0,273.0,100.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,242.0,220.0,0.0,0.0,0.0,0.0,0.0,711.0,350.0,18.3,714.0,8.1,9.5,5.0,75.9,0.0,0.3,1.1,1.0,1.0,100.0,60.0,58.0,96.7,40.800000000000004,13.700000000000001,0.0,0.9,3.0,19.5,13.6,15.1,15.6,14.200000000000001,1.0,51.0,49.0,2.0,19.9,24.9,725.0,4.3,2.3,711.0,97.6,0
00400310,0.0,0.0,0.0,66.9,0.0,0.0,0.0,50.8,16.1,66.9,46.9,100.0,258.0,100.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,220.0,219.0,0.0,0.0,0.0,0.0,0.0,638.0,338.0,17.2,640.0,1.9,9.4,3.1,84.5,0.2,0.0,0.9,1.0,1.0,100.0,47.0,46.0,97.9,34.300000000000004,11.5,0.0,1.1,4.8,15.1,15.5,9.5,12.1,4.8,5.0,48.0,52.0,1.3,20.0,16.3,647.0,2.3,1.4,638.0,99.1,0
00430005,0.0,0.0,0.0,48.5,0.0,0.0,0.0,44.1,4.3,48.5,27.4,100.0,122.0,100.0,12.0,42.0,38.0,47.0,36.0,37.0,35.0,49.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,107.0,17.1,327.0,1.5,0.9,0.6,96.9,0.0,0.0,0.0,1.0,1.0,100.0,34.0,28.0,82.4,21.0,6.3,0.0,0.0,4.0,5.3,9.6,9.3,11.5,8.700000000000001,0.0,52.3,47.7,0.0,13.5,14.7,341.0,8.2,4.7,330.0,94.8,0
00440023,10.2,1.0,2.0,72.6,0.0,0.0,3.0,68.0,20.8,88.9,56.5,97.4,275.0,97.8,19.7,0.0,138.0,128.0,115.0,127.0,123.0,132.0,116.0,121.0,114.0,0.0,0.0,0.0,0.0,0.0,1114.0,506.0,25.1,1161.0,60.9,0.9,12.1,20.4,0.5,0.6,4.6,1.0,1.0,100.0,67.0,56.0,83.6,51.300000000000004,1.2,0.0,4.0,5.0,14.1,12.3,24.900000000000002,16.9,14.6,1.0,55.6,44.4,23.9,6.5,82.8,1184.0,12.2,7.2,1116.0,93.1,0
